"id","bookId","day","flowType","type","payType","money","name","description"
"ed3be7d4-9243-4d53-896a-86b9c20b657f","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-24","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"c557c53d-6451-409c-9154-7f58abbe3ff7","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-24","不计收支","投资理财","支付宝","0.24","易方达增金宝A","余额宝-2024.06.23-收益发放-"
"35a657e3-7920-44dc-b4ff-71f62da52c0d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-24","支出","亲友代付","微信","54.6","亲属卡","A 潇潇-零钱通-/"
"71f239ee-0b76-45db-b97f-023ee8478d39","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-24","收入","投资理财","京东金融","0.2","京东小金库收益","京东小金库-小金库零用钱-"
"f28b90b5-487a-47a6-ab83-198094cba812","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-23","支出","亲友代付","支付宝","20.95","爱金木(倪潇)","亲情卡-"
"d2c42282-827d-484f-8ec0-4f0bfd0d9436","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-23","不计收支","投资理财","支付宝","0.24","易方达增金宝A","余额宝-2024.06.22-收益发放-"
"3240edd5-26c3-49e4-8026-3578fa0bce22","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-23","支出","亲友代付","微信","20.62","亲属卡","A 潇潇-零钱通-/"
"1b711669-9d9e-4d0d-8f39-a62b8777a168","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-23","支出","亲友代付","微信","12.9","亲属卡","A 潇潇-零钱通-/"
"a0339394-c42b-4186-833f-a0651bdb0552","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-23","收入","投资理财","京东金融","0.19","京东小金库收益","京东小金库-小金库零用钱-"
"3d03ee58-27e6-40c0-9cb9-b1096e8a4784","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-22","不计收支","投资理财","支付宝","0.24","易方达增金宝A","余额宝-2024.06.21-收益发放-"
"527ccd56-b792-435d-b524-d975a82ad98c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-22","收入","投资理财","京东金融","0.23","京东小金库收益","京东小金库-小金库零用钱-"
"74a0e767-3ca7-4b70-872d-c9ebd56b8b45","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-21","不计收支","投资理财","支付宝","100","蚂蚁财富-蚂蚁（杭州）基金销售有限公司","蚂蚁财富-广发道琼斯美国石油开发与生产指数(QDII-LOF)A-买入-"
"830f5112-3286-4c1b-90dc-44915e13e775","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-21","不计收支","投资理财","支付宝","0.24","易方达增金宝A","余额宝-2024.06.20-收益发放-"
"265d03c6-b4a3-4f7a-b1d1-7ba7e53bd097","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-21","收入","投资理财","京东金融","0.2","京东小金库收益","京东小金库-小金库零用钱-"
"b72dea04-cadf-4c29-9f38-de8355047e34","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","支出","餐饮美食","支付宝","16","南京灌汤包","南京灌汤包-"
"f66b7514-2be1-474c-94d0-c1f7e82d5e69","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","支出","餐饮美食","支付宝","100","江南糕点（颖秀路店）","收钱码收款-"
"23e7d85f-fa87-4cf9-9524-54087ff88e3d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","不计收支","其他","支付宝","2173.72","花呗","花呗自动还款-2024年06月账单-"
"fb1714e9-2010-46f5-bf83-72a58087d130","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"4f46276d-d653-4e64-90ff-7fef235e0593","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"18918859-d76d-47ee-ac2f-6e936dce71a3","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","不计收支","投资理财","支付宝","0.34","易方达增金宝A","余额宝-2024.06.19-收益发放-"
"7f1ffa8d-aea6-4b62-8a5a-711771252942","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","支出","微信交易","微信","4","鲁QV726S-新创意商务楼","速停车-零钱通-/"
"588b8cb8-a998-4a2b-a4dc-f60b0d1455f9","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-20","收入","投资理财","京东金融","0.2","京东小金库收益","京东小金库-小金库零用钱-"
"c2c8f11a-2d47-445c-bdf8-46dea22e24dc","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","不计收支","投资理财","支付宝","2000","余额宝","转账收款到余额宝-"
"7a3e1e94-3134-4da3-a652-26ea02007024","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","收入","转账红包","支付宝","2000","爱金木","转账-"
"bdbb5500-96e9-402d-9797-6ce77db321b3","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","不计收支","投资理财","支付宝","6900","中国建设银行","余额宝-转出到银行卡-"
"d897d1b1-e83c-4dc5-a4e3-801589ed0a6c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","不计收支","投资理财","支付宝","199.7","蚂蚁财富-蚂蚁（杭州）基金销售有限公司","蚂蚁财富-摩根日本精选股票(QDII)A-买入-"
"d7231429-bfba-411c-bfab-8a8b8e4690f2","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","不计收支","投资理财","支付宝","0.56","易方达增金宝A","余额宝-2024.06.18-收益发放-"
"ee600a98-5dd4-40e2-a7eb-53b46c512765","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","不计收支","投资理财","微信","6643.08","/","/-零钱-/"
"d0875812-086f-4ba7-9192-327347f6b5e0","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","收入","转账红包","微信","4000","转账备注:微信转账","C 志强-/-/"
"6e0d2084-37bf-4735-b787-914dc14b6773","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","收入","转账红包","微信","1000","转账备注:微信转账","C 志强-/-/"
"4ea76bc6-3894-44f6-993a-33ffefd5db0d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","收入","投资理财","京东金融","0.2","京东小金库收益","京东小金库-小金库零用钱-"
"8ba76164-589a-4af8-a89a-44648c4938f0","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-19","收入","其他","京东金融","5","退款-一加 Ace 3 12GB+256GB 鸣沙金 1.5K 东方屏 第二代骁龙 8 旗舰芯片 OPPO AI手机 5G超长续航游戏手机","京东平台商户-京东白条-"
"823ada7e-4924-4e16-b336-27958118c27a","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-18","不计收支","投资理财","支付宝","0.56","易方达增金宝A","余额宝-2024.06.17-收益发放-"
"853b6e4d-6273-424a-9b09-42001645fe2d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-18","支出","微信交易","微信","10.7","美团订单-24061811100400001309548464652952","美团平台商户-零钱-/"
"44f7ec04-81e6-4838-961a-4ebeddd826b0","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-18","收入","投资理财","京东金融","0.23","京东小金库收益","京东小金库-小金库零用钱-"
"81f08eab-3407-4ec3-97df-e63f60132a6b","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-17","不计收支","投资理财","支付宝","0.56","易方达增金宝A","余额宝-2024.06.16-收益发放-"
"15173cf4-0a02-4492-ba2c-d3b8104d694d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-17","支出","微信交易","微信","23.8","美团订单-24061711100400001309465008699952","美团平台商户-零钱-/"
"7073a747-adef-4ce2-a24c-cd6a12c3ecd9","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-17","支出","数码电器","京东金融","2144.89","美的（Midea）空调 大1.5匹 酷省电 新能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-3 等多件","京东平台商户-京东白条-"
"4e74f43c-91c9-4e47-81ed-6dd417c5d72c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-17","收入","投资理财","京东金融","0.19","京东小金库收益","京东小金库-小金库零用钱-"
"26c4c856-2088-41ba-b414-ea9c09e22763","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-16","不计收支","投资理财","支付宝","0.56","易方达增金宝A","余额宝-2024.06.15-收益发放-"
"84f7d2b5-fc3d-4ffb-ac4d-501efce67c43","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-16","收入","转账红包","微信","1295","转账备注:微信转账","A 姐-/-/"
"b403a224-d886-4386-90b1-c2f5c0557973","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-16","收入","其他","京东金融","100","退款-一加 Ace 3V 12GB+256GB 钛空灰 高通第三代骁龙 7+ 芯片 超长续航 OPPO AI 5G直屏游戏拍照智能手机","京东平台商户-京东白条-"
"c604f8a1-05b9-4743-af0a-e49cf82c381f","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-16","支出","数码电器","京东金融","1258.59","惠普（HP）678 彩色连供自动双面多功能喷墨打印机  无线连接 微信打印 复印扫描 家用作业 商用办公 等多件","京东平台商户-京东白条-"
"a0420e66-4c00-4fa3-94f5-a2e9e9bde74c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-16","收入","投资理财","京东金融","0.2","京东小金库收益","京东小金库-小金库零用钱-"
"ff863746-95bb-4a21-ab16-e79a472faedc","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-15","支出","转账红包","支付宝","1000","支付宝红包","发普通红包-"
"2e9f34ac-fb58-42eb-902c-0ee6dd0a1602","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-15","不计收支","投资理财","支付宝","0.61","易方达增金宝A","余额宝-2024.06.14-收益发放-"
"b25a3051-c15d-4f0d-aa11-983a5d3cef0e","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-15","收入","投资理财","京东金融","0.27","京东小金库收益","京东小金库-小金库零用钱-"
"f45878e8-0415-4c58-8031-119ca9aa4e23","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-14","不计收支","投资理财","支付宝","100","蚂蚁财富-蚂蚁（杭州）基金销售有限公司","蚂蚁财富-广发道琼斯美国石油开发与生产指数(QDII-LOF)A-买入-"
"4a16d0d9-3ca9-47ca-a4d2-65b1ee68df96","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-14","不计收支","投资理财","支付宝","0.61","易方达增金宝A","余额宝-2024.06.13-收益发放-"
"f137ed1f-63e3-4a19-ad5c-a739342c4184","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-14","收入","投资理财","京东金融","0.33","京东小金库收益","京东小金库-小金库零用钱-"
"fc0f2379-36bf-492a-a354-b674c67d2a8c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","不计收支","投资理财","支付宝","0.61","易方达增金宝A","余额宝-2024.06.12-收益发放-"
"09cb25d7-a75e-4fd7-b258-08dd3677653d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"f0e332c9-ef63-438d-b318-05773975a581","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"5beb5abf-65f4-4330-b5e3-2caf9f349523","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","支出","亲友代付","微信","10.7","亲属卡","A 潇潇-零钱-/"
"cd97b628-5f24-4fe3-a527-ccb55588f783","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","不计收支","其他","京东金融","500.05","白条自动还款","京东金融-小金库零用钱-"
"bd482fd4-7f43-45bb-be3b-e642b03139f7","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-13","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"506ebea1-117b-4155-800e-63b1f7ed6cbd","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","其他","支付宝","4","通维智能","临停:鲁QV726S+新北一出口-"
"5b4c06bf-dd34-409e-b276-ae2144cbb1d2","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","日用百货","支付宝","41.54","银座万虹广场","济南银座万虹广场有限公司03-消费-"
"37fe17ad-db6b-4708-887e-029a1b2bbb74","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"aece18d0-3479-49ba-80cb-c19f3a42848c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"e77c4b49-008e-4f6f-b09a-f4fbdce35132","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","餐饮美食","支付宝","20","1点点(万虹广场店)","10330010-"
"d2a8fffd-57c7-4bc4-bf12-aedcff7e4a83","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","餐饮美食","支付宝","50.5","KK麻辣香锅（万虹广场店）","美团收银909700190782172115-"
"eab844b8-54a5-4bbc-ba23-82e4c5c045ff","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","爱车养车","支付宝","2","P云停车平台","停车支付2.00元(鲁QV726S)-"
"851b34d4-f1a6-4496-9baa-6c9d33f003a8","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","不计收支","投资理财","支付宝","199.7","蚂蚁财富-蚂蚁（杭州）基金销售有限公司","蚂蚁财富-摩根日本精选股票(QDII)A-买入-"
"32c00b1e-28d3-4a65-be99-8dcba2f798c8","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","不计收支","投资理财","支付宝","0.62","易方达增金宝A","余额宝-2024.06.11-收益发放-"
"da76662b-6731-47be-b5e7-262a03e152a1","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","支出","亲友代付","微信","35.8","亲属卡","A 潇潇-零钱-/"
"37bdaf5a-c927-4d3b-829f-d15c7b03a07d","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"5a7a6dd1-9a6f-4225-9841-e5c693a2edc5","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-12","不计收支","投资理财","京东金融","4000","京东小金库-转入","京东小金库-银行卡-"
"850c0042-ce7d-45fc-b625-637bde1521cb","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-11","不计收支","投资理财","支付宝","0.62","易方达增金宝A","余额宝-2024.06.10-收益发放-"
"41440b95-23b1-4f43-aa71-f3334990d31a","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-11","支出","亲友代付","微信","16.9","亲属卡","A 潇潇-零钱-/"
"944ae419-5c7b-42cc-9068-8d56991e6fb5","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-11","收入","转账红包","微信","100","转账备注:微信转账","A 姐-/-/"
"ed313aed-c893-42a7-b62a-7ddb06e9c88c","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-11","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"3d400c39-ffa5-4f7d-aaa3-ddc3519897ad","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-10","支出","数码电器","支付宝","200","凌云销售部","郯城县红花乡供销加油站-2024061005215758353029-"
"363c00c7-2b16-4a1c-af6f-7e9ff46e881a","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-10","支出","转账红包","支付宝","200","爱金木(倪潇)","转账-"
"78d8e1cb-7b8e-44d0-8424-82c9a8605b53","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-10","不计收支","投资理财","支付宝","0.63","易方达增金宝A","余额宝-2024.06.09-收益发放-"
"7156b357-b2aa-45f1-b183-1030279e6fd7","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-10","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"eb7d475d-7d5a-4c3a-b10f-876b6f29b7ff","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-09","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"0cb82505-8429-49b5-aa95-6bec6bb27fe4","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-09","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"1c435d60-8630-45f0-8747-64fd07dac380","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-09","不计收支","投资理财","支付宝","0.63","易方达增金宝A","余额宝-2024.06.08-收益发放-"
"657cf1db-81f1-48ae-9b94-483f9f4497cc","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-09","支出","数码电器","京东金融","1799","一加 Ace 3V 12GB+256GB 钛空灰 高通第三代骁龙 7+ 芯片 超长续航 OPPO AI 5G直屏游戏拍照智能手机 等多件","京东平台商户-京东白条-"
"1b8528dd-6887-462e-9b25-3d49ba0e21f6","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-09","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"89cb551a-a61f-4e93-ba9b-ea538cebaa67","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-08","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"dff6d2f2-edc8-415c-a6b0-04addb78c783","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-08","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"bcfccc94-ec50-4288-a9c3-8de70c94b8e8","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-08","不计收支","投资理财","支付宝","0.63","易方达增金宝A","余额宝-2024.06.07-收益发放-"
"69bd2d66-0e90-41f1-ae62-0403ba68fd98","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-08","支出","转账红包","微信","400","转账备注:微信转账","A 姐-招商银行储蓄卡(5196)-/"
"a2905d11-8693-4b4e-ad4e-79735ac29daf","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-08","收入","投资理财","京东金融","0.04","京东小金库收益","京东小金库-小金库零用钱-"
"b7ee2a47-0b38-4373-a60d-3db43634a294","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","支出","餐饮美食","支付宝","14.43","天**","【包邮】农夫山泉饮用纯净水550mL*12瓶新品水彩塑膜包-"
"2183e229-8be8-4173-9a3b-dfe9c2bdf80e","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","不计收支","投资理财","支付宝","0.02","易方达基金管理有限公司","余额宝-自动转入-"
"a177a6f1-fcf8-42f8-8a27-c9f59c56c783","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","收入","转账红包","支付宝","0.02","淘宝（中国）软件有限公司","淘宝签到提现-"
"33c492df-f43e-4fe9-926c-44bdf7c5172a","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","支出","文化休闲","支付宝","6","喜马拉雅FM","喜马拉雅-订单编号:202406074001747006848574103-"
"0f8ffb9a-8c07-4702-ae3f-63eaa29e9ba4","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","不计收支","投资理财","支付宝","100","蚂蚁财富-蚂蚁（杭州）基金销售有限公司","蚂蚁财富-广发道琼斯美国石油开发与生产指数(QDII-LOF)A-买入-"
"03904d12-9c3b-4066-8359-8220b048a176","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","不计收支","投资理财","支付宝","0.64","易方达增金宝A","余额宝-2024.06.06-收益发放-"
"8b6d68b4-1f2e-44f2-af9e-064b14eaac45","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","支出","亲友代付","微信","28.98","亲属卡","A 潇潇-零钱-/"
"72c9a087-742d-4520-9f1e-1d5e75fa4109","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-07","收入","投资理财","京东金融","0.03","京东小金库收益","京东小金库-小金库零用钱-"
"d1a9bc74-7474-4ac9-92eb-bc59c7a49ed8","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-06","支出","其他","支付宝","89.5","美团","美团订单-24060611100400001307539527944952-"
"b7c5601e-65b6-4aaf-936c-ba45adb99ef5","e4c334a6-206b-4bdb-8ed5-9e7afd265889","2024-06-06","支出","其他","支付宝","12798","四海**弟","中正评测：12699元/i7-14700KF/RTX4070TS-16G/无坑无套路定制主-"
